DUPLICATE NPC ID: 14
DUPLICATE NPC ID: 428
DUPLICATE NPC ID: 429
DUPLICATE NPC ID: 391
DUPLICATE NPC ID: 392
DUPLICATE NPC ID: 393
DUPLICATE NPC ID: 394
DUPLICATE NPC ID: 395
DUPLICATE NPC ID: 396
DUPLICATE NPC ID: 413
DUPLICATE NPC ID: 414
DUPLICATE NPC ID: 415
DUPLICATE NPC ID: 416
DUPLICATE NPC ID: 417
DUPLICATE NPC ID: 418
DUPLICATE NPC ID: 1020
DUPLICATE NPC ID: 1232
DUPLICATE NPC ID: 1233
DUPLICATE NPC ID: 1234
DUPLICATE NPC ID: 1235
DUPLICATE NPC ID: 180
DUPLICATE NPC ID: 837
DUPLICATE NPC ID: 447
DUPLICATE NPC ID: 448
DUPLICATE NPC ID: 449
DUPLICATE NPC ID: 917
DUPLICATE NPC ID: 48
DUPLICATE NPC ID: 76
DUPLICATE NPC ID: 1832
DUPLICATE NPC ID: 894
DUPLICATE NPC ID: 1693
DUPLICATE NPC ID: 799
DUPLICATE NPC ID: 1676
DUPLICATE NPC ID: 66
DUPLICATE NPC ID: 67
DUPLICATE NPC ID: 68
DUPLICATE NPC ID: 795
DUPLICATE NPC ID: 195
DUPLICATE NPC ID: 196
DUPLICATE NPC ID: 645
